"month","YEAR","day.x","date","julian","mlk_temp_150_avg","mlk_temp_150_max","mlk_temp_150_min","mlk_hum_150_avg","mlk_hum_150_max","mlk_hum_150_min","mlk_temp_0_avg","mlk_temp_20_avg","mlk_temp_40_avg","mlk_temp_80_avg","mlk_temp_0_max","mlk_temp_20_max","mlk_temp_40_max","mlk_temp_80_max","mlk_temp_0_min","mlk_temp_20_min","mlk_temp_40_min","mlk_temp_80_min","mlk_WindSpd_avg","mlk_WindDir_avg","mlk_WindDir_std","mlk_WindSpd_max","mlk_WindSpd_min","mlk_rain_tot_mm","mlk_snow_depth","mlk_total_flux_density_mj_m2","rlk_temp_150_avg","rlk_hum_150_avg","rlk_temp_0_avg","rlk_temp_15_avg","rlk_temp_10_avg","rlk_temp_5_avg","rlk_temp_20_avg","rlk_temp_40_avg","rlk_temp_80_avg","rlk_temp_2p5_avg","rlk_temp_150_max","rlk_hum_150_max","rlk_temp_0_max","rlk_temp_15_max","rlk_temp_10_max","rlk_temp_5_max","rlk_temp_20_max","rlk_temp_40_max","rlk_temp_80_max","rlk_temp_2p5_max","rlk_temp_150_min","rlk_hum_150_min","rlk_temp_0_min","rlk_temp_15_min","rlk_temp_10_min","rlk_temp_5_min","rlk_temp_20_min","rlk_temp_40_min","rlk_temp_80_min","rlk_temp_2p5_min","rlk_Windmsec_S_WVT","rlk_Windmsec_U_WVT","rlk_WindDirec_D1_WVT","rlk_WindDirec_SD1_WVT","rlk_rain_tot_mm","day.y","station_temp","mean.150"
10,2004,25,2004-10-25,299,-2.054,-0.076,-4.874,92.2,99.2,82.3,-0.392,-0.154,-0.111,-0.095,-0.109,-0.1,-0.048,-0.042,-0.223,-0.233,-0.189,-0.149,2.193,234.1,29,NA,NA,0.3,0.159,NA,2.24831002637527,NA,-0.985290435711586,1.2167662189215,1.5200493713916,1.58631104049259,1.66829112480521,1.30191713103844,0.022810248493162,1.54668178470758,5.75547572466491,NA,1.29566317254366,5.18087389919036,4.79203255961786,4.24595531722594,2.24731589676154,1.25242548550052,0.125763943036239,4.21106297547292,0.156587945870852,NA,-4.44937416168163,-3.57246513764833,-1.9947562686166,-1.60528238833318,0.675630061056922,1.07172835444168,-0.0802499521947072,-2.14920507219491,NA,NA,NA,NA,NA,NA,NA,44.4493333333333
10,2004,26,2004-10-26,300,-6.887,-2.822,-12.71,81.5,92,68.1,-0.877,-0.166,-0.113,-0.102,-0.114,-0.056,0.007,-0.024,-0.282,-0.27,-0.21,-0.158,1.998,275.3,19.18,NA,NA,0,0.152,NA,0.400083488026379,NA,-5.37630892455847,-1.36581586023901,-0.416936481696473,-0.36095365512287,0.641020145715777,0.974216866688195,0.0761290097018727,-0.679591752456282,5.6231181823321,NA,-2.4496596819789,2.0613278500357,1.87039646431205,1.67112521135282,1.21053610915299,0.931414847101392,0.122417664795865,1.59630690960506,-0.0543312939928735,NA,-10.1281488414641,-7.22945337679532,-4.12401176557888,-3.98002270487634,-0.503951398363306,0.811617507356219,-0.00544741820185918,-5.009361351306,NA,NA,NA,NA,NA,NA,NA,36.5301666666667
10,2004,27,2004-10-27,301,-3.136,1.488,-8.04,89,94.5,81.9,-1.354,-0.178,-0.117,-0.107,-0.161,-0.111,-0.059,-0.059,-0.288,-0.234,-0.17,-0.155,3.731,193.9,12.59,NA,NA,1.5,0.14,NA,1.82105715260437,NA,-2.08403858988544,0.575503463311771,1.03940107585339,1.10288222716282,1.41357343082707,1.22145972139579,0.036568643932827,0.994404591551066,5.7248787501309,NA,2.31839205162613,6.02286788273825,5.58182528803285,4.94071750401184,2.524059748641,1.33778853785443,0.125866544460926,4.91528456464723,0.107829934071143,NA,-6.53801110035975,-4.9110663674247,-2.77206401066059,-2.47352243743848,0.242731317949988,0.977373393005768,-0.0523566891890158,-3.19534806985024,NA,NA,NA,NA,NA,NA,NA,42.6186666666667
10,2004,28,2004-10-28,302,0.938,2.418,-2.771,95.4,99.9,89.4,-0.564,-0.14,-0.109,-0.097,-0.09,-0.082,-0.058,-0.052,-0.251,-0.225,-0.2,-0.182,2.639,218.8,17.02,NA,NA,7,0.091,NA,2.97138028042909,NA,1.27873716077903,2.51593755109252,2.49242279242733,2.56534497180538,2.18273292415458,1.46081787583114,-0.00740042004290525,2.66326278689698,5.80725714851895,NA,3.97443350934786,7.40573680396101,6.87652756856392,6.08219270090362,2.98476099223464,1.48054764019802,0.127636077947109,6.07492933882103,0.239104577457231,NA,-2.78513021623336,-2.4961153173486,-1.36656244096401,-0.905608281315664,1.02200384780634,1.14890081933711,-0.101898070846943,-1.30681926165525,NA,NA,NA,NA,NA,NA,NA,47.5475
10,2004,29,2004-10-29,303,-3.778,0.231,-6.886,90.5,99.1,76.7,-0.862,-0.196,-0.157,-0.147,-0.13,-0.131,-0.079,-0.08,-0.233,-0.257,-0.208,-0.186,1.433,310.7,26,NA,NA,0,0.085,NA,1.8270863036818,NA,-2.36283369962077,0.428928844694557,0.930556736999603,0.992654984852011,1.35652014358477,1.20605403073018,0.0414133938996158,0.869849595270437,5.72531051734255,NA,1.24308289550221,5.13289889361409,4.74761712692687,4.20626919638185,2.23005977212593,1.24694553574828,0.125372917765419,4.17020425398513,0.108517979576328,NA,-5.86814615464768,-4.48508679724178,-2.52578935941221,-2.19775016406672,0.381078298207136,1.00695362343214,-0.0615002862786114,-2.86284666716676,NA,NA,NA,NA,NA,NA,NA,42.6445
10,2004,30,2004-10-30,304,-9.2,-3.731,-14.91,88.4,95.5,71.9,-3.091,-0.211,-0.121,-0.12,-0.102,-0.1,0.023,-0.04,-0.342,-0.306,-0.211,-0.185,1.966,195.1,35.71,NA,NA,0,0.089,NA,0.74152792775334,NA,-6.56012724962549,-1.94365898164718,-0.842915042589603,-0.79467379526302,0.419676726572576,0.922627017525049,0.100436879093151,-1.16547936511176,5.6475701344861,NA,-2.97164918053727,1.63288814854688,1.46835588784808,1.31763070430365,1.07013214080006,0.88815029272005,0.122472687002141,1.238175480375,-0.0153657233830917,NA,-11.1404471009601,-7.86426841940591,-4.48809317793474,-4.38957445467786,-0.711705091025813,0.768738764273491,0.00889942802317495,-5.50376515677566,NA,NA,NA,NA,NA,NA,NA,37.9931666666667
10,2004,31,2004-10-31,305,-2.653,-0.882,-4.831,92,95.9,86.8,-1.868,-0.208,-0.159,-0.153,-0.21,-0.165,-0.122,-0.117,-0.37,-0.271,-0.196,-0.185,4.48,197.2,12.48,NA,NA,0,0.088,NA,2.2342290412783,NA,-1.49750795671545,0.943923496276207,1.31719152181052,1.3810613580975,1.56180369564625,1.27251169149269,0.0314136911259597,1.31441770118032,5.75446733930609,NA,0.606830934755169,4.61057896447974,4.25749290960364,3.77531449564508,2.0588598638357,1.19418818901572,0.125432113050037,3.73358361467696,0.154981026691,NA,-4.496148148318,-3.60255733311764,-2.0122678130271,-1.62481881280678,0.665918568252063,1.06959185582097,-0.0796321073280809,-2.17273683312144,NA,NA,NA,NA,NA,NA,NA,44.389
11,2004,1,2004-11-01,306,-1.238,1.381,-8.6,86,94.9,67.16,-0.753,-0.186,-0.158,-0.151,-0.133,-0.095,-0.068,-0.081,-0.288,-0.285,-0.262,-0.219,1.866,269.6,32.51,NA,NA,0.2,0.095,NA,-7.57992264948647,NA,-5.33008310686278,-5.0401473268938,-2.90610221339986,-2.60329609871419,-0.598545358571201,-0.054736944247347,-0.133679795693453,-3.83699661439773,-3.2336761837916,NA,-2.04701867521694,-1.58255895625139,-1.1138093084765,-0.740790287941823,-0.157594217189332,0.0271606569012579,-0.0750803526262753,-1.89017695794937,-10.8305643395646,NA,-6.66566988433734,-7.72313980012803,-4.32337467672416,-3.87812076407477,-0.709702051238668,-0.137081199385606,-0.221431127697355,-6.20219276651949,NA,NA,NA,NA,NA,NA,NA,39.9338333333333
11,2004,2,2004-11-02,307,-14.26,-8.22,-17.6,78.6,96.9,63.03,-2.354,-0.207,-0.124,-0.122,-0.193,-0.105,-0.013,-0.038,-0.327,-0.275,-0.212,-0.196,1.735,276.3,44.34,NA,NA,0,0.096,NA,-10.0773808604588,NA,-8.08513914514755,-6.90562831923058,-3.7798762108358,-3.66199449466595,-1.04398517409321,-0.0752141467625232,-0.126266335517634,-5.24967986816339,-4.56892257382772,NA,-3.92084351949877,-2.93820387382716,-1.78690274676363,-1.51175854306997,-0.439335393231714,0.0182168563638002,-0.0610322511244304,-2.92136495696872,-12.0943415973785,NA,-8.81320469798361,-9.25792570406297,-5.05471395845141,-4.81239093096105,-1.07369217425818,-0.157042107571897,-0.224044596794996,-7.37807783847525,NA,NA,NA,NA,NA,NA,NA,33.075
11,2004,3,2004-11-03,308,-1.869,1.044,-8.17,90.9,98.1,74.8,-2.496,-0.209,-0.16,-0.156,-0.185,-0.124,-0.039,-0.051,-0.342,-0.274,-0.227,-0.205,1.031,112.2,48.85,NA,NA,0,0.094,NA,-6.65735662214457,NA,-4.16167992912936,-4.2837726681513,-2.55866872626518,-2.17662953344724,-0.410011088455001,-0.046689663679562,-0.137787208073042,-3.28988258001517,-2.74043351323711,NA,-1.72422634361582,-1.28973844317399,-0.959765220789072,-0.569579335687691,-0.106130843139626,0.0298232613177132,-0.0757945610601919,-1.63388849387887,-10.3637225085125,NA,-6.55053184395387,-7.53864971860483,-4.20909682380596,-3.75365887349165,-0.690005244476711,-0.134397541146428,-0.218901553744833,-5.98303110608008,NA,NA,NA,NA,NA,NA,NA,42.4675
11,2004,4,2004-11-04,309,-0.034,0.954,-0.961,97.7,100,90.6,-0.786,-0.182,-0.161,-0.155,-0.161,-0.134,-0.113,-0.102,-0.257,-0.226,-0.203,-0.198,1.359,89.9,41.41,NA,NA,0.5,0.108,NA,-4.62712876536941,NA,-3.01256243187991,-3.25408740286697,-2.02683157269525,-1.5735072276266,-0.221512921189244,-0.0335387192428248,-0.133906852469504,-2.3243452554418,-1.65498815731486,NA,-0.810698361847804,-0.530966332626442,-0.56873957125905,-0.130331684080569,0.036059274412112,0.0360353786874395,-0.0798277422594804,-1.00133980021104,-9.33637567151621,NA,-4.75294564333799,-6.2617719615588,-3.60266771629788,-2.97731403405713,-0.385342529245401,-0.117812617777292,-0.216896532351766,-5.01068942068049,NA,NA,NA,NA,NA,NA,NA,48.0431666666667
11,2004,5,2004-11-05,310,-1.799,0.768,-5.15,96.8,100.3,89.5,-0.501,-0.195,-0.181,-0.174,-0.159,-0.136,-0.124,-0.12,-0.275,-0.244,-0.241,-0.218,1.667,150.2,27.24,NA,NA,1.7,0.178,NA,-5.10291600746654,NA,-3.64783097047391,-3.65876216793997,-2.21136170630071,-1.80126958246502,-0.323949529987519,-0.0377936790244173,-0.131491525465016,-2.61198655239239,-1.90936406424469,NA,-1.03150601353052,-0.712569380720839,-0.662098181228746,-0.235336670466224,0.00177956239657377,0.0345678918587903,-0.0788011385222641,-1.15184621352488,-9.57713609484527,NA,-5.67576505644015,-6.84386911861367,-3.86007006947434,-3.32244516436717,-0.54161537662126,-0.125167869804894,-0.216209608808959,-5.39772447679023,NA,NA,NA,NA,NA,NA,NA,46.7365
11,2004,6,2004-11-06,311,-4.236,-2.175,-8.82,96,100.3,90.2,-0.73,-0.2,-0.185,-0.181,-0.2,-0.164,-0.149,-0.15,-0.293,-0.244,-0.226,-0.218,1.288,304.7,21.54,NA,NA,0,0.226,NA,-5.6582034137406,NA,-4.25078087341874,-4.0692443696944,-2.40406443900737,-2.03439188955169,-0.421458853534907,-0.0423157924135801,-0.12993053081841,-2.92447223607694,-2.20624410868447,NA,-1.53871779542581,-1.06497951011645,-0.834951475286464,-0.434607798553595,-0.0737644976585296,0.0324220720344517,-0.0745802778937631,-1.4116840641813,-9.85812561952142,NA,-6.50275507354273,-7.38222416516769,-4.10301254742997,-3.64389255276241,-0.681689922092858,-0.132023044608646,-0.215984575435681,-5.77008569151339,NA,NA,NA,NA,NA,NA,NA,45.2115
11,2004,7,2004-11-07,312,-8.03,-3.423,-10.63,92,96,83.1,-1.048,-0.182,-0.161,-0.16,-0.213,-0.118,-0.11,-0.109,-0.335,-0.256,-0.247,-0.229,2.372,295.9,15.99,NA,NA,0,0.212,NA,-7.00861383608056,NA,-5.55971452723404,-4.99724462158691,-2.84694323274661,-2.56415972006501,-0.633537220713366,-0.0528087156517464,-0.127564131290046,-3.65801930215393,-2.92823042003683,NA,-2.23944126991329,-1.62208311383179,-1.11888145709251,-0.7553977455205,-0.181600735922481,0.0281284747296923,-0.070769863481373,-1.8638327257804,-10.5414675761437,NA,-7.07625190278469,-7.88065807731717,-4.36337041032981,-3.95783980531917,-0.779050656019679,-0.138751835427099,-0.21875322556627,-6.21939768982638,NA,NA,NA,NA,NA,NA,NA,41.5028333333333
11,2004,8,2004-11-08,313,-11.97,-9.48,-20.54,89.1,94.9,81.3,-1.583,-0.182,-0.155,-0.15,-0.257,-0.135,-0.109,-0.107,-0.41,-0.293,-0.26,-0.258,2.646,289.4,15.15,NA,NA,0,0.19,NA,-8.56869835554367,NA,-6.96961787834812,-6.02368266293246,-3.34185030955201,-3.15203446449781,-0.862264080699113,-0.0646030638843753,-0.125759338159645,-4.48831427208214,-3.7623173383334,NA,-3.42165850636553,-2.47549731521547,-1.54233744516504,-1.24059435235829,-0.359261658850586,0.0225212552811506,-0.0618527445898696,-2.51193035839629,-11.3309099489141,NA,-9.3524885442306,-9.36655255510208,-5.03507042115117,-4.84559155039433,-1.16460410720882,-0.157685097336932,-0.218229853526217,-7.25057132672257,NA,NA,NA,NA,NA,NA,NA,37.2183333333333
11,2004,9,2004-11-09,314,-10.86,-6.48,-20.81,88,96,72.9,-2.374,-0.175,-0.143,-0.142,-0.211,-0.084,-0.05,-0.058,-0.421,-0.297,-0.262,-0.271,1.62,167.9,49.72,NA,NA,0,0.287,NA,-8.8454317514573,NA,-6.79844777353165,-6.01770733726379,-3.36069649325224,-3.15683740285993,-0.835772220249866,-0.0653449481251698,-0.129266205001513,-4.56495743036433,-3.91027067195585,NA,-3.27071580752454,-2.4238495026089,-1.52509529202482,-1.21576564624882,-0.339410160012218,0.0221526841839972,-0.0646401345614608,-2.5052112490346,-11.4709440726871,NA,-9.45295478526027,-9.45907427618169,-5.08450351913453,-4.90437709539737,-1.18166920162654,-0.158946031907287,-0.218836563240575,-7.33723354774811,NA,NA,NA,NA,NA,NA,NA,36.4583333333333
11,2004,10,2004-11-10,315,-12.67,-4.664,-20.23,87.8,97,80,-1.98,-0.202,-0.167,-0.162,-0.254,-0.111,-0.081,-0.085,-0.56,-0.301,-0.266,-0.24,4.511,312.5,24.52,NA,NA,0,0.273,NA,-8.33044061160575,NA,-6.7437837755062,-5.8622314189764,-3.26454720322391,-3.05977129083592,-0.825659158675294,-0.0627681248797259,-0.126130466904768,-4.35974806973408,-3.63493470942951,NA,-2.95845311480419,-2.18604001222275,-1.40528317814612,-1.07958170570487,-0.291871629532261,0.0238682641558047,-0.0666388607429661,-2.31758554975212,-11.2103454818236,NA,-9.4701325005875,-9.40202383543667,-5.03943346122894,-4.86140229063801,-1.18445735497967,-0.158011246107764,-0.217236655272566,-7.24074164457288,NA,NA,NA,NA,NA,NA,NA,37.8726666666667
11,2004,11,2004-11-11,316,-18.45,-14.21,-21.01,82.5,88.9,78.9,-3.459,-0.244,-0.195,-0.191,-0.246,-0.125,-0.065,-0.082,-0.46,-0.345,-0.305,-0.296,4.211,286.8,14.16,NA,NA,0,0.259,NA,-10.1878314702313,NA,-8.27221306482142,-7.01724816554738,-3.8291944693302,-3.72421916761134,-1.07406946984343,-0.076328834430434,-0.125345877125087,-5.32309401649054,-4.62797412365072,NA,-4.47039496735703,-3.26087873352315,-1.93617995792814,-1.68935297515828,-0.51826284113453,0.0170111931975443,-0.0547572810461928,-3.12442528155665,-12.150232409937,NA,-9.69666330244531,-9.77048041342167,-5.26829512381541,-5.11026345888034,-1.22322000374931,-0.16337774096806,-0.222341582436457,-7.68030306527826,NA,NA,NA,NA,NA,NA,NA,32.7716666666667
11,2004,12,2004-11-12,317,-16.96,-9.8,-25.01,84.5,92.3,75,-4.195,-0.271,-0.219,-0.216,-0.322,-0.128,-0.073,-0.078,-0.609,-0.482,-0.43,-0.421,3.106,213.9,28.58,NA,NA,0,0.288,NA,-9.98149516626064,NA,-7.72116804324245,-6.71875010299888,-3.70407399701752,-3.56037781796454,-0.985779141827045,-0.0736003883678186,-0.128896560938002,-5.15214806096168,-4.51765804156381,NA,-4.13970130463715,-3.04986399194691,-1.83552968073555,-1.57157565995659,-0.469935825315086,0.0180554323774644,-0.0580486556338612,-2.97988870095805,-12.0458210018606,NA,-10.685877757546,-10.3016252499404,-5.47603212823892,-5.41267325570059,-1.39057122428793,-0.169796652671844,-0.219434866267867,-7.95338102432522,NA,NA,NA,NA,NA,NA,NA,33.3383333333333
11,2004,13,2004-11-13,318,-13.13,-6.417,-20.09,82.6,92.2,68.84,-3.208,-0.217,-0.174,-0.169,-0.337,-0.153,-0.113,-0.106,-0.459,-0.291,-0.252,-0.252,2.69,295.9,30.3,NA,NA,0,0.265,NA,-9.74038512635606,NA,-7.43955564525278,-6.53167394213386,-3.61715947874664,-3.45447715827895,-0.940286627735872,-0.0715733667173885,-0.129754294585441,-5.01314315794247,-4.3887504550546,NA,-3.80104858957246,-2.83018093024771,-1.73015065234778,-1.44863882386678,-0.420268325251246,0.0191927271775983,-0.0613159747193693,-2.82711167012322,-11.9238132005996,NA,-9.45983781802288,-9.57893378153728,-5.17127006664412,-4.99101142228626,-1.18304030111669,-0.160824548199244,-0.221532162560819,-7.51657503599876,NA,NA,NA,NA,NA,NA,NA,34.0005
11,2004,14,2004-11-14,319,-15.24,-10.5,-19.68,80.1,91.3,64.85,-3.386,-0.199,-0.154,-0.151,-0.29,-0.092,-0.049,-0.075,-0.45,-0.295,-0.251,-0.242,1.742,277.6,27.81,NA,NA,0,0.26,NA,-10.539816929946,NA,-8.20279935939793,-7.07584901616325,-3.87743606216141,-3.76534806010189,-1.06398313132065,-0.0777478004854801,-0.128459097392585,-5.44544613443945,-4.8161603813284,NA,-4.40109031622049,-3.26425201983244,-1.94566650855078,-1.69549624897608,-0.510486462535192,0.0163294270928598,-0.0568163704482995,-3.15727195234078,-12.3283459884203,NA,-9.4538307022169,-9.6791449562945,-5.245981698162,-5.06444384061614,-1.18220805673901,-0.162418500834192,-0.223968086951193,-7.67291727702039,NA,NA,NA,NA,NA,NA,NA,31.805
